,STUDY_ID,ACQUISITION_ID,CELL_ID,X,Y,pd1,pdl1,foxp3,tumor,cd8,region_label,entirecell_area_pixels_norm,nucleus_area_pixels_norm,CLUSTER_LABEL
0,1649,15335_44794,1,549,303,False,False,False,True,False,1,-0.6271186440677966,-0.6103896103896104,tumor/pdl1-
1,1649,15335_44794,2,512,341,False,False,False,False,False,1,-0.6101694915254238,-0.5909090909090909,Unassigned
2,1649,15335_44794,3,519,346,False,False,False,False,False,1,-0.6101694915254238,-0.5844155844155844,Unassigned
3,1649,15335_44794,4,532,347,False,False,False,False,False,1,-0.559322033898305,-0.5454545454545454,Unassigned
4,1649,15335_44794,5,508,360,False,False,False,False,False,1,-0.5480225988700564,-0.5454545454545454,Unassigned
5,1649,15335_44794,6,580,384,True,False,False,False,False,1,-0.632768361581921,-0.5909090909090909,pd1_other
6,1649,15335_44794,7,589,465,False,False,False,False,False,1,-0.7062146892655368,-0.6753246753246753,Unassigned
7,1649,15335_44794,8,847,547,False,False,False,False,False,1,-0.6045197740112994,-0.5909090909090909,Unassigned
8,1649,15335_44794,9,678,564,True,False,False,True,False,1,-0.6892655367231638,-0.6623376623376623,tumor/pdl1-
9,1649,15335_44794,10,846,571,False,True,False,False,False,1,-0.807909604519774,-0.7662337662337663,pdl1_other
10,1649,15335_44794,11,830,576,False,False,False,False,False,1,-0.6045197740112994,-0.5909090909090909,Unassigned
11,1649,15335_44794,12,736,581,False,False,False,False,False,1,-0.536723163841808,-0.525974025974026,Unassigned
12,1649,15335_44794,13,709,590,False,False,False,False,False,1,-0.632768361581921,-0.6363636363636364,Unassigned
13,1649,15335_44794,14,656,596,False,False,False,True,False,1,-0.5819209039548022,-0.564935064935065,tumor/pdl1-
14,1649,15335_44794,15,773,602,False,False,False,True,False,1,-0.7175141242937854,-0.6818181818181818,tumor/pdl1-
15,1649,15335_44794,16,689,607,False,False,False,False,False,1,-0.5932203389830508,-0.5844155844155844,Unassigned
16,1649,15335_44794,17,588,613,False,False,False,False,False,1,-0.5028248587570622,-0.512987012987013,Unassigned
17,1649,15335_44794,18,712,649,False,False,False,True,False,1,-0.6497175141242938,-0.6233766233766234,tumor/pdl1-
18,1649,15335_44794,19,626,653,False,False,False,False,False,1,-0.5084745762711864,-0.5064935064935064,Unassigned
19,1649,15335_44794,20,755,669,False,False,False,False,False,1,-0.5141242937853108,-0.5,Unassigned
20,1649,15335_44794,21,766,697,False,False,False,False,True,1,-0.6497175141242938,-0.6298701298701299,cd8/pd1-
21,1649,15335_44794,22,728,737,False,False,False,False,False,1,-0.5536723163841808,-0.538961038961039,Unassigned
22,1649,15335_44794,23,982,807,False,False,False,True,False,1,-0.6045197740112994,-0.5909090909090909,tumor/pdl1-
23,1649,15335_44794,24,882,823,False,False,False,True,False,1,-0.615819209039548,-0.5909090909090909,tumor/pdl1-
24,1649,15335_44794,25,841,826,False,False,False,False,False,1,-0.5875706214689266,-0.5714285714285714,Unassigned
25,1649,15335_44794,26,827,842,False,False,False,False,False,1,-0.5536723163841808,-0.538961038961039,Unassigned
26,1649,15335_44794,27,937,850,False,False,False,False,False,1,-0.576271186440678,-0.564935064935065,Unassigned
27,1649,15335_44794,28,882,863,False,False,False,False,False,1,-0.5988700564971752,-0.577922077922078,Unassigned
28,1649,15335_44794,29,860,869,False,False,False,False,False,1,-0.5706214689265536,-0.5584415584415584,Unassigned
29,1649,15335_44794,30,979,908,False,False,False,False,False,1,-0.5649717514124294,-0.5584415584415584,Unassigned
30,1649,15335_44794,31,914,907,False,False,False,False,False,1,-0.4463276836158192,-0.4675324675324675,Unassigned
31,1649,15335_44794,32,931,947,False,False,False,False,False,1,-0.4519774011299435,-0.487012987012987,Unassigned
32,1649,15335_44794,33,726,583,False,False,False,False,False,1,-0.6779661016949152,-0.6558441558441559,Unassigned
33,1649,15335_44794,34,772,665,False,False,False,False,False,1,-0.4632768361581921,-0.4935064935064935,Unassigned
34,1649,15335_44794,35,730,847,False,False,False,False,False,1,-0.847457627118644,-0.8181818181818182,Unassigned
35,1649,15335_44794,36,554,265,False,False,False,True,False,1,-0.4067796610169492,-0.3961038961038961,tumor/pdl1-
36,1649,15335_44794,37,614,262,False,False,False,True,False,1,0.3785310734463277,0.3961038961038961,tumor/pdl1-
37,1649,15335_44794,38,568,265,False,False,False,True,False,1,0.3615819209039548,0.37012987012987014,tumor/pdl1-
38,1649,15335_44794,39,585,264,False,False,False,True,False,1,0.807909604519774,0.8376623376623377,tumor/pdl1-
39,1649,15335_44794,40,533,268,False,False,False,True,False,1,0.3728813559322034,0.38961038961038963,tumor/pdl1-
40,1649,15335_44794,41,599,266,False,False,False,True,False,1,-0.2655367231638418,-0.2532467532467532,tumor/pdl1-
41,1649,15335_44794,42,630,267,False,False,False,True,False,1,-0.3389830508474576,-0.34415584415584416,tumor/pdl1-
42,1649,15335_44794,43,646,271,False,False,False,True,False,1,-0.3954802259887006,-0.38961038961038963,tumor/pdl1-
43,1649,15335_44794,44,556,275,False,False,False,True,False,1,0.0903954802259887,0.07142857142857142,tumor/pdl1-
44,1649,15335_44794,45,644,278,False,False,False,True,False,1,-0.519774011299435,-0.525974025974026,tumor/pdl1-
45,1649,15335_44794,46,581,283,False,False,False,True,False,1,0.06779661016949153,0.05194805194805195,tumor/pdl1-
46,1649,15335_44794,47,533,283,False,False,False,True,False,1,0.4745762711864407,0.4935064935064935,tumor/pdl1-
47,1649,15335_44794,48,612,303,False,False,False,False,False,1,-0.4915254237288136,-0.4935064935064935,Unassigned
48,1649,15335_44794,49,515,313,False,False,False,True,False,1,3.225988700564972,3.344155844155844,tumor/pdl1-
49,1649,15335_44794,50,480,317,False,False,False,True,False,1,2.3389830508474576,2.3766233766233764,tumor/pdl1-
50,1649,15335_44794,51,578,307,False,False,False,False,False,1,0.288135593220339,0.2792207792207792,Unassigned
51,1649,15335_44794,52,685,319,False,False,False,True,False,1,1.9491525423728813,1.9610389610389611,tumor/pdl1-
52,1649,15335_44794,53,672,323,False,False,False,False,False,1,-0.8135593220338984,-0.7597402597402597,Unassigned
53,1649,15335_44794,54,589,325,False,False,False,False,False,1,0.04519774011299435,-0.025974025974025976,Unassigned
54,1649,15335_44794,55,477,327,False,False,False,True,False,1,-0.6949152542372882,-0.6623376623376623,tumor/pdl1-
55,1649,15335_44794,56,666,329,False,False,False,True,False,1,0.519774011299435,0.5064935064935064,tumor/pdl1-
56,1649,15335_44794,57,644,332,False,False,False,True,False,1,0.9887005649717514,0.974025974025974,tumor/pdl1-
57,1649,15335_44794,58,562,340,False,True,False,False,False,1,-0.22598870056497175,-0.2012987012987013,pdl1_other
58,1649,15335_44794,59,612,346,False,False,False,True,False,1,1.2429378531073447,1.2792207792207793,tumor/pdl1-
