,STUDY_ID,ACQUISITION_ID,CELL_ID,X,Y,pd1,pdl1,foxp3,tumor,cd8,region_label,entirecell_area_pixels_norm,nucleus_area_pixels_norm,CLUSTER_LABEL
0,439,13695_37615,1,442,3,False,False,False,False,False,1,-0.5932203389830508,-0.4935064935064935,Unassigned
1,439,13695_37615,2,705,3,False,False,False,False,False,1,-0.536723163841808,-0.4675324675324675,Unassigned
2,439,13695_37615,3,800,3,False,False,False,False,False,1,-0.5706214689265536,-0.487012987012987,Unassigned
3,439,13695_37615,4,1079,4,False,False,False,False,False,1,-0.5310734463276836,-0.4675324675324675,Unassigned
4,439,13695_37615,5,1129,16,False,False,False,False,False,1,-0.4011299435028249,-0.4025974025974026,Unassigned
5,439,13695_37615,6,186,16,False,False,False,False,False,1,-0.3898305084745763,-0.38961038961038963,Unassigned
6,439,13695_37615,7,148,24,False,False,False,False,False,1,-0.559322033898305,-0.538961038961039,Unassigned
7,439,13695_37615,8,82,27,False,False,False,False,False,1,-0.4293785310734463,-0.4090909090909091,Unassigned
8,439,13695_37615,9,674,28,False,False,False,True,False,1,-0.519774011299435,-0.525974025974026,tumor/pdl1-
9,439,13695_37615,10,1110,31,False,False,False,False,False,1,-0.576271186440678,-0.564935064935065,Unassigned
10,439,13695_37615,11,957,39,False,False,False,False,False,1,-0.6101694915254238,-0.5909090909090909,Unassigned
11,439,13695_37615,12,246,43,False,False,False,False,False,1,-0.559322033898305,-0.538961038961039,Unassigned
12,439,13695_37615,13,1301,42,False,False,False,False,False,1,-0.5084745762711864,-0.5064935064935064,Unassigned
13,439,13695_37615,14,1088,45,False,False,False,False,False,1,-0.6271186440677966,-0.6038961038961039,Unassigned
14,439,13695_37615,15,1091,53,False,False,False,False,False,1,-0.4576271186440678,-0.44805194805194803,Unassigned
15,439,13695_37615,16,265,58,False,False,False,False,False,1,-0.6779661016949152,-0.6623376623376623,Unassigned
16,439,13695_37615,17,1238,57,False,False,False,False,False,1,-0.5988700564971752,-0.5714285714285714,Unassigned
17,439,13695_37615,18,487,60,False,False,False,True,False,1,-0.5875706214689266,-0.5974025974025974,tumor/pdl1-
18,439,13695_37615,19,651,60,False,False,False,True,False,1,-0.4124293785310734,-0.43506493506493504,tumor/pdl1-
19,439,13695_37615,20,333,61,False,False,False,False,False,1,-0.536723163841808,-0.5324675324675324,Unassigned
20,439,13695_37615,21,693,64,False,False,False,False,False,1,-0.6836158192090396,-0.6688311688311688,Unassigned
21,439,13695_37615,22,1246,64,False,False,False,False,False,1,-0.5536723163841808,-0.5324675324675324,Unassigned
22,439,13695_37615,23,268,67,False,False,False,False,False,1,-0.4519774011299435,-0.44805194805194803,Unassigned
23,439,13695_37615,24,247,71,False,False,False,False,False,1,-0.4011299435028249,-0.3961038961038961,Unassigned
24,439,13695_37615,25,808,73,False,False,False,False,False,1,-0.480225988700565,-0.474025974025974,Unassigned
25,439,13695_37615,26,745,78,False,False,False,True,False,1,-0.6892655367231638,-0.6623376623376623,tumor/pdl1-
26,439,13695_37615,27,1278,81,False,False,False,False,False,1,-0.3559322033898305,-0.37012987012987014,Unassigned
27,439,13695_37615,28,406,84,False,False,False,False,False,1,-0.6101694915254238,-0.5974025974025974,Unassigned
28,439,13695_37615,29,208,94,False,False,False,False,False,1,-0.576271186440678,-0.5584415584415584,Unassigned
29,439,13695_37615,30,992,92,False,False,False,False,False,1,-0.1807909604519774,-0.22727272727272727,Unassigned
30,439,13695_37615,31,1062,99,False,False,False,False,False,1,-0.4011299435028249,-0.3961038961038961,Unassigned
31,439,13695_37615,32,258,101,False,False,False,False,True,1,-0.6497175141242938,-0.6168831168831169,cd8/pd1-
32,439,13695_37615,33,1243,100,False,False,False,False,False,1,-0.4124293785310734,-0.4025974025974026,Unassigned
33,439,13695_37615,34,912,104,False,False,False,True,False,1,-0.5706214689265536,-0.5454545454545454,tumor/pdl1-
34,439,13695_37615,35,959,107,False,False,False,True,False,1,-0.6384180790960452,-0.6233766233766234,tumor/pdl1-
35,439,13695_37615,36,1217,125,False,False,False,False,False,1,-0.5932203389830508,-0.577922077922078,Unassigned
36,439,13695_37615,37,1310,131,False,False,False,False,False,1,-0.576271186440678,-0.564935064935065,Unassigned
37,439,13695_37615,38,1363,134,False,False,False,False,False,1,-0.7005649717514124,-0.6753246753246753,Unassigned
38,439,13695_37615,39,1344,138,False,False,False,False,False,1,-0.2768361581920904,-0.2857142857142857,Unassigned
39,439,13695_37615,40,436,142,False,False,False,False,False,1,-0.5932203389830508,-0.577922077922078,Unassigned
40,439,13695_37615,41,410,145,False,False,False,False,False,1,-0.6271186440677966,-0.6038961038961039,Unassigned
41,439,13695_37615,42,421,150,False,False,False,False,False,1,-0.5423728813559322,-0.525974025974026,Unassigned
42,439,13695_37615,43,72,152,False,False,False,False,False,1,-0.5028248587570622,-0.4935064935064935,Unassigned
43,439,13695_37615,44,652,153,False,False,False,True,False,1,-0.423728813559322,-0.4155844155844156,tumor/pdl1-
44,439,13695_37615,45,145,158,False,False,False,False,False,1,-0.3898305084745763,-0.38311688311688313,Unassigned
45,439,13695_37615,46,1057,162,False,False,False,False,False,1,-0.632768361581921,-0.6103896103896104,Unassigned
46,439,13695_37615,47,381,169,False,False,False,False,False,1,-0.4632768361581921,-0.461038961038961,Unassigned
47,439,13695_37615,48,368,179,False,False,False,False,False,1,-0.384180790960452,-0.37662337662337664,Unassigned
48,439,13695_37615,49,204,181,False,False,False,False,False,1,-0.4463276836158192,-0.42857142857142855,Unassigned
49,439,13695_37615,50,337,182,False,False,False,False,False,1,-0.4745762711864407,-0.4675324675324675,Unassigned
50,439,13695_37615,51,1218,187,False,False,False,False,False,1,-0.6666666666666666,-0.6558441558441559,Unassigned
51,439,13695_37615,52,1130,188,False,False,False,False,False,1,-0.6384180790960452,-0.6168831168831169,Unassigned
52,439,13695_37615,53,935,190,False,False,False,False,False,1,-0.5310734463276836,-0.525974025974026,Unassigned
53,439,13695_37615,54,952,206,False,False,False,False,False,1,-0.6384180790960452,-0.6233766233766234,Unassigned
54,439,13695_37615,55,975,209,False,False,False,False,False,1,-0.3728813559322034,-0.37662337662337664,Unassigned
55,439,13695_37615,56,377,213,False,False,False,False,False,1,-0.632768361581921,-0.6103896103896104,Unassigned
56,439,13695_37615,57,698,217,False,False,False,True,False,1,-0.5084745762711864,-0.487012987012987,tumor/pdl1-
57,439,13695_37615,58,1176,220,False,False,False,False,False,1,-0.6497175141242938,-0.6233766233766234,Unassigned
58,439,13695_37615,59,963,223,False,False,False,False,False,1,-0.576271186440678,-0.564935064935065,Unassigned
59,439,13695_37615,60,835,226,False,False,False,True,False,1,-0.5480225988700564,-0.5194805194805194,tumor/pdl1-
60,439,13695_37615,61,779,232,False,False,False,True,False,1,-0.2994350282485876,-0.2727272727272727,tumor/pdl1-
61,439,13695_37615,62,1208,234,False,False,False,False,False,1,-0.4350282485875706,-0.42857142857142855,Unassigned
62,439,13695_37615,63,230,237,False,False,False,False,False,1,-0.6497175141242938,-0.6233766233766234,Unassigned
63,439,13695_37615,64,1081,248,False,False,False,False,False,1,-0.5480225988700564,-0.5454545454545454,Unassigned
64,439,13695_37615,65,229,261,False,False,True,False,False,1,-0.4858757062146893,-0.4805194805194805,foxp3_any
65,439,13695_37615,66,1041,259,False,False,False,False,False,1,-0.3728813559322034,-0.37012987012987014,Unassigned
66,439,13695_37615,67,713,272,False,False,False,True,False,1,-0.5932203389830508,-0.5844155844155844,tumor/pdl1-
67,439,13695_37615,68,102,278,False,False,False,False,False,1,-0.6497175141242938,-0.6298701298701299,Unassigned
68,439,13695_37615,69,1554,277,False,False,False,False,False,1,-0.4745762711864407,-0.461038961038961,Unassigned
69,439,13695_37615,70,1463,284,False,False,False,False,False,1,-0.672316384180791,-0.6558441558441559,Unassigned
70,439,13695_37615,71,1600,287,False,False,False,False,False,1,-0.632768361581921,-0.6233766233766234,Unassigned
71,439,13695_37615,72,204,289,False,False,False,False,False,1,-0.7344632768361582,-0.7012987012987013,Unassigned
72,439,13695_37615,73,1021,290,False,False,False,True,False,1,-0.4915254237288136,-0.4935064935064935,tumor/pdl1-
73,439,13695_37615,74,200,297,False,False,False,False,True,1,-0.5875706214689266,-0.5324675324675324,cd8/pd1-
74,439,13695_37615,75,206,298,False,False,False,False,False,1,-0.6214689265536724,-0.6233766233766234,Unassigned
75,439,13695_37615,76,1462,297,False,False,False,False,False,1,-0.4180790960451977,-0.4025974025974026,Unassigned
76,439,13695_37615,77,273,304,False,False,False,False,False,1,-0.4406779661016949,-0.42857142857142855,Unassigned
77,439,13695_37615,78,4,307,False,False,False,False,False,1,-0.4576271186440678,-0.38961038961038963,Unassigned
78,439,13695_37615,79,125,310,False,False,False,False,False,1,-0.559322033898305,-0.5324675324675324,Unassigned
79,439,13695_37615,80,1047,312,False,False,False,False,False,1,-0.5310734463276836,-0.525974025974026,Unassigned
80,439,13695_37615,81,110,326,False,False,False,False,False,1,-0.5819209039548022,-0.5714285714285714,Unassigned
81,439,13695_37615,82,1041,328,False,False,False,False,False,1,-0.6214689265536724,-0.6103896103896104,Unassigned
82,439,13695_37615,83,1856,329,False,False,False,True,False,1,-0.5536723163841808,-0.4675324675324675,tumor/pdl1-
83,439,13695_37615,84,1099,329,False,False,False,False,False,1,-0.5254237288135594,-0.512987012987013,Unassigned
84,439,13695_37615,85,1768,331,False,False,False,True,False,1,-0.5084745762711864,-0.4935064935064935,tumor/pdl1-
85,439,13695_37615,86,85,333,False,False,False,False,False,1,-0.4576271186440678,-0.44805194805194803,Unassigned
86,439,13695_37615,87,94,337,False,False,False,False,False,1,-0.5084745762711864,-0.5064935064935064,Unassigned
87,439,13695_37615,88,113,337,False,False,False,False,False,1,-0.4463276836158192,-0.43506493506493504,Unassigned
88,439,13695_37615,89,1153,345,False,False,False,False,False,1,-0.4463276836158192,-0.43506493506493504,Unassigned
89,439,13695_37615,90,826,348,False,False,False,False,False,1,-0.4463276836158192,-0.44155844155844154,Unassigned
90,439,13695_37615,91,1084,351,False,False,False,False,False,1,-0.5423728813559322,-0.525974025974026,Unassigned
91,439,13695_37615,92,108,350,False,False,False,False,False,1,-0.4350282485875706,-0.42857142857142855,Unassigned
92,439,13695_37615,93,1269,358,False,False,False,False,False,1,-0.4915254237288136,-0.487012987012987,Unassigned
93,439,13695_37615,94,1365,363,False,False,False,True,False,1,-0.6497175141242938,-0.6363636363636364,tumor/pdl1-
94,439,13695_37615,95,1857,362,False,False,False,False,False,1,-0.5536723163841808,-0.4675324675324675,Unassigned
95,439,13695_37615,96,987,366,False,False,False,False,False,1,-0.4180790960451977,-0.4025974025974026,Unassigned
96,439,13695_37615,97,1289,371,False,False,False,False,False,1,-0.519774011299435,-0.512987012987013,Unassigned
97,439,13695_37615,98,570,377,False,False,False,False,False,1,-0.519774011299435,-0.5064935064935064,Unassigned
98,439,13695_37615,99,875,385,False,False,False,False,False,1,-0.5875706214689266,-0.5714285714285714,Unassigned
99,439,13695_37615,100,527,387,True,False,False,False,False,1,-0.5875706214689266,-0.5714285714285714,pd1_other
100,439,13695_37615,101,1836,388,False,False,False,True,False,1,-0.5480225988700564,-0.5454545454545454,tumor/pdl1-
101,439,13695_37615,102,1479,392,False,False,False,False,False,1,-0.4180790960451977,-0.42857142857142855,Unassigned
102,439,13695_37615,103,841,390,False,False,False,False,False,1,-0.655367231638418,-0.6363636363636364,Unassigned
103,439,13695_37615,104,510,391,False,False,False,False,False,1,-0.480225988700565,-0.474025974025974,Unassigned
104,439,13695_37615,105,749,393,False,False,False,True,False,1,-0.3898305084745763,-0.3961038961038961,tumor/pdl1-
105,439,13695_37615,106,85,397,False,False,False,False,False,1,-0.4745762711864407,-0.4675324675324675,Unassigned
106,439,13695_37615,107,624,398,False,False,False,False,False,1,-0.6271186440677966,-0.6103896103896104,Unassigned
107,439,13695_37615,108,1242,399,False,False,False,False,False,1,-0.5480225988700564,-0.538961038961039,Unassigned
108,439,13695_37615,109,572,406,False,False,False,False,True,1,-0.4915254237288136,-0.4805194805194805,cd8/pd1-
109,439,13695_37615,110,1241,418,False,False,False,False,False,1,-0.6214689265536724,-0.6038961038961039,Unassigned
110,439,13695_37615,111,1586,423,False,False,False,False,False,1,-0.480225988700565,-0.4675324675324675,Unassigned
